hname,City,State,year,rate,group_2013,group_2014,group_2015,group_2016,group_2017,stategroup,stateorder
PALI MOMI MEDICAL CENTER,AIEA,HI,FY2014,0.35,2,1,1,2,1,3,4
PALI MOMI MEDICAL CENTER,AIEA,HI,FY2015,0.38,2,1,1,2,1,3,4
PALI MOMI MEDICAL CENTER,AIEA,HI,FY2016,0.68,2,1,1,2,1,3,4
PALI MOMI MEDICAL CENTER,AIEA,HI,FY2017,0.34,2,1,1,2,1,3,4
STRAUB CLINIC AND HOSPITAL,HONOLULU,HI,FY2013,0.4,1,0,0,0,1,3,4
STRAUB CLINIC AND HOSPITAL,HONOLULU,HI,FY2014,0,1,0,0,0,1,3,4
STRAUB CLINIC AND HOSPITAL,HONOLULU,HI,FY2015,0,1,0,0,0,1,3,4
STRAUB CLINIC AND HOSPITAL,HONOLULU,HI,FY2016,0,1,0,0,0,1,3,4
STRAUB CLINIC AND HOSPITAL,HONOLULU,HI,FY2017,0.03,1,0,0,0,1,3,4
THE QUEENS MEDICAL CENTER,HONOLULU,HI,FY2013,0,0,0,1,1,1,3,4
THE QUEENS MEDICAL CENTER,HONOLULU,HI,FY2014,0,0,0,1,1,1,3,4
THE QUEENS MEDICAL CENTER,HONOLULU,HI,FY2015,0.05,0,0,1,1,1,3,4
THE QUEENS MEDICAL CENTER,HONOLULU,HI,FY2016,0.04,0,0,1,1,1,3,4
THE QUEENS MEDICAL CENTER,HONOLULU,HI,FY2017,0.04,0,0,1,1,1,3,4
WAHIAWA GENERAL HOSPITAL,WAHIAWA,HI,FY2013,0.32,1,1,1,1,1,3,4
WAHIAWA GENERAL HOSPITAL,WAHIAWA,HI,FY2014,0.1,1,1,1,1,1,3,4
WAHIAWA GENERAL HOSPITAL,WAHIAWA,HI,FY2015,0.34,1,1,1,1,1,3,4
WAHIAWA GENERAL HOSPITAL,WAHIAWA,HI,FY2016,0.44,1,1,1,1,1,3,4
WAHIAWA GENERAL HOSPITAL,WAHIAWA,HI,FY2017,0.42,1,1,1,1,1,3,4
WILCOX MEMORIAL HOSPITAL,LIHUE,HI,FY2013,0.13,1,1,1,1,1,3,4
WILCOX MEMORIAL HOSPITAL,LIHUE,HI,FY2014,0.14,1,1,1,1,1,3,4
WILCOX MEMORIAL HOSPITAL,LIHUE,HI,FY2015,0.13,1,1,1,1,1,3,4
WILCOX MEMORIAL HOSPITAL,LIHUE,HI,FY2016,0.17,1,1,1,1,1,3,4
WILCOX MEMORIAL HOSPITAL,LIHUE,HI,FY2017,0.08,1,1,1,1,1,3,4
ALLEN HOSPITAL,WATERLOO,IA,FY2013,0.05,1,1,3,3,3,2,0
ALLEN HOSPITAL,WATERLOO,IA,FY2014,0.36,1,1,3,3,3,2,0
ALLEN HOSPITAL,WATERLOO,IA,FY2015,1.31,1,1,3,3,3,2,0
ALLEN HOSPITAL,WATERLOO,IA,FY2016,1.48,1,1,3,3,3,2,0
ALLEN HOSPITAL,WATERLOO,IA,FY2017,1.45,1,1,3,3,3,2,0
BROADLAWNS MEDICAL CENTER,DES MOINES,IA,FY2013,0,0,0,0,0,0,2,0
BROADLAWNS MEDICAL CENTER,DES MOINES,IA,FY2014,0,0,0,0,0,0,2,0
BROADLAWNS MEDICAL CENTER,DES MOINES,IA,FY2015,0,0,0,0,0,0,2,0
BROADLAWNS MEDICAL CENTER,DES MOINES,IA,FY2016,0,0,0,0,0,0,2,0
BROADLAWNS MEDICAL CENTER,DES MOINES,IA,FY2017,0,0,0,0,0,0,2,0
CENTRAL IOWA HEALTHCARE,MARSHALLTOWN,IA,FY2013,0,0,0,2,2,2,2,0
CENTRAL IOWA HEALTHCARE,MARSHALLTOWN,IA,FY2014,0,0,0,2,2,2,2,0
CENTRAL IOWA HEALTHCARE,MARSHALLTOWN,IA,FY2015,0.75,0,0,2,2,2,2,0
CENTRAL IOWA HEALTHCARE,MARSHALLTOWN,IA,FY2016,0.62,0,0,2,2,2,2,0
CENTRAL IOWA HEALTHCARE,MARSHALLTOWN,IA,FY2017,0.68,0,0,2,2,2,2,0
CHI HEALTH MERCY COUNCIL BLUFFS,COUNCIL BLUFFS,IA,FY2013,0,0,1,1,1,0,2,0
CHI HEALTH MERCY COUNCIL BLUFFS,COUNCIL BLUFFS,IA,FY2014,0.13,0,1,1,1,0,2,0
CHI HEALTH MERCY COUNCIL BLUFFS,COUNCIL BLUFFS,IA,FY2015,0.01,0,1,1,1,0,2,0
CHI HEALTH MERCY COUNCIL BLUFFS,COUNCIL BLUFFS,IA,FY2016,0.12,0,1,1,1,0,2,0
CHI HEALTH MERCY COUNCIL BLUFFS,COUNCIL BLUFFS,IA,FY2017,0,0,1,1,1,0,2,0
COVENANT MEDICAL CENTER,WATERLOO,IA,FY2013,0,0,0,0,1,1,2,0
COVENANT MEDICAL CENTER,WATERLOO,IA,FY2014,0,0,0,0,1,1,2,0
COVENANT MEDICAL CENTER,WATERLOO,IA,FY2015,0,0,0,0,1,1,2,0
COVENANT MEDICAL CENTER,WATERLOO,IA,FY2016,0.04,0,0,0,1,1,2,0
COVENANT MEDICAL CENTER,WATERLOO,IA,FY2017,0.23,0,0,0,1,1,2,0
FINLEY HOSPITAL,DUBUQUE,IA,FY2013,0,0,0,0,1,2,2,0
FINLEY HOSPITAL,DUBUQUE,IA,FY2014,0,0,0,0,1,2,2,0
FINLEY HOSPITAL,DUBUQUE,IA,FY2015,0,0,0,0,1,2,2,0
FINLEY HOSPITAL,DUBUQUE,IA,FY2016,0.25,0,0,0,1,2,2,0
FINLEY HOSPITAL,DUBUQUE,IA,FY2017,0.69,0,0,0,1,2,2,0
FORT MADISON COMMUNITY HOSPITAL,FORT MADISON,IA,FY2013,0.47,1,1,1,1,1,2,0
FORT MADISON COMMUNITY HOSPITAL,FORT MADISON,IA,FY2014,0.35,1,1,1,1,1,2,0
FORT MADISON COMMUNITY HOSPITAL,FORT MADISON,IA,FY2015,0.29,1,1,1,1,1,2,0
FORT MADISON COMMUNITY HOSPITAL,FORT MADISON,IA,FY2016,0.11,1,1,1,1,1,2,0
FORT MADISON COMMUNITY HOSPITAL,FORT MADISON,IA,FY2017,0.06,1,1,1,1,1,2,0
GENESIS MEDICAL CENTER-DAVENPORT,DAVENPORT,IA,FY2013,0,0,0,0,0,1,2,0
GENESIS MEDICAL CENTER-DAVENPORT,DAVENPORT,IA,FY2014,0,0,0,0,0,1,2,0
GENESIS MEDICAL CENTER-DAVENPORT,DAVENPORT,IA,FY2015,0,0,0,0,0,1,2,0
GENESIS MEDICAL CENTER-DAVENPORT,DAVENPORT,IA,FY2016,0,0,0,0,0,1,2,0
GENESIS MEDICAL CENTER-DAVENPORT,DAVENPORT,IA,FY2017,0.15,0,0,0,0,1,2,0
GREAT RIVER MEDICAL CENTER,WEST BURLINGTON,IA,FY2013,0,0,0,4,2,3,2,0
GREAT RIVER MEDICAL CENTER,WEST BURLINGTON,IA,FY2014,0,0,0,4,2,3,2,0
GREAT RIVER MEDICAL CENTER,WEST BURLINGTON,IA,FY2015,1.87,0,0,4,2,3,2,0
GREAT RIVER MEDICAL CENTER,WEST BURLINGTON,IA,FY2016,0.73,0,0,4,2,3,2,0
GREAT RIVER MEDICAL CENTER,WEST BURLINGTON,IA,FY2017,1.03,0,0,4,2,3,2,0
GRINNELL REGIONAL MEDICAL CENTER,GRINNELL,IA,FY2013,0.17,1,1,1,1,0,2,0
GRINNELL REGIONAL MEDICAL CENTER,GRINNELL,IA,FY2014,0.07,1,1,1,1,0,2,0
GRINNELL REGIONAL MEDICAL CENTER,GRINNELL,IA,FY2015,0.05,1,1,1,1,0,2,0
GRINNELL REGIONAL MEDICAL CENTER,GRINNELL,IA,FY2016,0.01,1,1,1,1,0,2,0
GRINNELL REGIONAL MEDICAL CENTER,GRINNELL,IA,FY2017,0,1,1,1,1,0,2,0
IOWA LUTHERAN HOSPITAL,DES MOINES,IA,FY2013,0.36,1,1,1,1,2,2,0
IOWA LUTHERAN HOSPITAL,DES MOINES,IA,FY2014,0.05,1,1,1,1,2,2,0
IOWA LUTHERAN HOSPITAL,DES MOINES,IA,FY2015,0.04,1,1,1,1,2,2,0
IOWA LUTHERAN HOSPITAL,DES MOINES,IA,FY2016,0.13,1,1,1,1,2,2,0
IOWA LUTHERAN HOSPITAL,DES MOINES,IA,FY2017,0.54,1,1,1,1,2,2,0
IOWA METHODIST MEDICAL CENTER,DES MOINES,IA,FY2013,0,0,0,0,0,0,2,0
IOWA METHODIST MEDICAL CENTER,DES MOINES,IA,FY2014,0,0,0,0,0,0,2,0
IOWA METHODIST MEDICAL CENTER,DES MOINES,IA,FY2015,0,0,0,0,0,0,2,0
IOWA METHODIST MEDICAL CENTER,DES MOINES,IA,FY2016,0,0,0,0,0,0,2,0
IOWA METHODIST MEDICAL CENTER,DES MOINES,IA,FY2017,0,0,0,0,0,0,2,0
KEOKUK AREA HOSPITAL,KEOKUK,IA,FY2013,0.77,2,2,1,3,6,2,0
KEOKUK AREA HOSPITAL,KEOKUK,IA,FY2014,0.74,2,2,1,3,6,2,0
KEOKUK AREA HOSPITAL,KEOKUK,IA,FY2015,0.16,2,2,1,3,6,2,0
KEOKUK AREA HOSPITAL,KEOKUK,IA,FY2016,1.04,2,2,1,3,6,2,0
KEOKUK AREA HOSPITAL,KEOKUK,IA,FY2017,2.53,2,2,1,3,6,2,0
LAKES REGIONAL HEALTHCARE,SPIRIT LAKE,IA,FY2013,0,0,0,5,4,1,2,0
LAKES REGIONAL HEALTHCARE,SPIRIT LAKE,IA,FY2014,0,0,0,5,4,1,2,0
LAKES REGIONAL HEALTHCARE,SPIRIT LAKE,IA,FY2015,2.48,0,0,5,4,1,2,0
LAKES REGIONAL HEALTHCARE,SPIRIT LAKE,IA,FY2016,1.9,0,0,5,4,1,2,0
LAKES REGIONAL HEALTHCARE,SPIRIT LAKE,IA,FY2017,0.03,0,0,5,4,1,2,0
MARY GREELEY MEDICAL CENTER,AMES,IA,FY2013,0,0,1,1,1,0,2,0
MARY GREELEY MEDICAL CENTER,AMES,IA,FY2014,0.1,0,1,1,1,0,2,0
MARY GREELEY MEDICAL CENTER,AMES,IA,FY2015,0.07,0,1,1,1,0,2,0
MARY GREELEY MEDICAL CENTER,AMES,IA,FY2016,0.11,0,1,1,1,0,2,0
MARY GREELEY MEDICAL CENTER,AMES,IA,FY2017,0,0,1,1,1,0,2,0
MERCY HOSPITAL,IOWA CITY,IA,FY2013,0.02,1,0,0,0,0,2,0
MERCY HOSPITAL,IOWA CITY,IA,FY2014,0,1,0,0,0,0,2,0
MERCY HOSPITAL,IOWA CITY,IA,FY2015,0,1,0,0,0,0,2,0
MERCY HOSPITAL,IOWA CITY,IA,FY2016,0,1,0,0,0,0,2,0
MERCY HOSPITAL,IOWA CITY,IA,FY2017,0,1,0,0,0,0,2,0
MERCY MEDICAL CENTER - CEDAR RAPIDS,CEDAR RAPIDS,IA,FY2013,0,0,1,2,1,1,2,0
MERCY MEDICAL CENTER - CEDAR RAPIDS,CEDAR RAPIDS,IA,FY2014,0.14,0,1,2,1,1,2,0
MERCY MEDICAL CENTER - CEDAR RAPIDS,CEDAR RAPIDS,IA,FY2015,0.7,0,1,2,1,1,2,0
MERCY MEDICAL CENTER - CEDAR RAPIDS,CEDAR RAPIDS,IA,FY2016,0.26,0,1,2,1,1,2,0
MERCY MEDICAL CENTER - CEDAR RAPIDS,CEDAR RAPIDS,IA,FY2017,0.2,0,1,2,1,1,2,0
MERCY MEDICAL CENTER-CLINTON,CLINTON,IA,FY2013,0.41,1,1,2,2,4,2,0
MERCY MEDICAL CENTER-CLINTON,CLINTON,IA,FY2014,0.29,1,1,2,2,4,2,0
MERCY MEDICAL CENTER-CLINTON,CLINTON,IA,FY2015,0.58,1,1,2,2,4,2,0
MERCY MEDICAL CENTER-CLINTON,CLINTON,IA,FY2016,1,1,1,2,2,4,2,0
MERCY MEDICAL CENTER-CLINTON,CLINTON,IA,FY2017,1.86,1,1,2,2,4,2,0
MERCY MEDICAL CENTER-DES MOINES,DES MOINES,IA,FY2013,0,0,0,0,0,0,2,0
MERCY MEDICAL CENTER-DES MOINES,DES MOINES,IA,FY2014,0,0,0,0,0,0,2,0
MERCY MEDICAL CENTER-DES MOINES,DES MOINES,IA,FY2015,0,0,0,0,0,0,2,0
MERCY MEDICAL CENTER-DES MOINES,DES MOINES,IA,FY2016,0,0,0,0,0,0,2,0
MERCY MEDICAL CENTER-DES MOINES,DES MOINES,IA,FY2017,0,0,0,0,0,0,2,0
MERCY MEDICAL CENTER-DUBUQUE,DUBUQUE,IA,FY2013,0,0,1,1,1,1,2,0
MERCY MEDICAL CENTER-DUBUQUE,DUBUQUE,IA,FY2014,0.02,0,1,1,1,1,2,0
MERCY MEDICAL CENTER-DUBUQUE,DUBUQUE,IA,FY2015,0.32,0,1,1,1,1,2,0
MERCY MEDICAL CENTER-DUBUQUE,DUBUQUE,IA,FY2016,0.37,0,1,1,1,1,2,0
MERCY MEDICAL CENTER-DUBUQUE,DUBUQUE,IA,FY2017,0.21,0,1,1,1,1,2,0
MERCY MEDICAL CENTER-NORTH IOWA,MASON CITY,IA,FY2013,0.14,1,0,0,0,0,2,0
MERCY MEDICAL CENTER-NORTH IOWA,MASON CITY,IA,FY2014,0,1,0,0,0,0,2,0
MERCY MEDICAL CENTER-NORTH IOWA,MASON CITY,IA,FY2015,0,1,0,0,0,0,2,0
MERCY MEDICAL CENTER-NORTH IOWA,MASON CITY,IA,FY2016,0,1,0,0,0,0,2,0
MERCY MEDICAL CENTER-NORTH IOWA,MASON CITY,IA,FY2017,0,1,0,0,0,0,2,0
MERCY MEDICAL CENTER-SIOUX CITY,SIOUX CITY,IA,FY2013,0.04,1,0,0,0,1,2,0
MERCY MEDICAL CENTER-SIOUX CITY,SIOUX CITY,IA,FY2014,0,1,0,0,0,1,2,0
MERCY MEDICAL CENTER-SIOUX CITY,SIOUX CITY,IA,FY2015,0,1,0,0,0,1,2,0
MERCY MEDICAL CENTER-SIOUX CITY,SIOUX CITY,IA,FY2016,0,1,0,0,0,1,2,0
MERCY MEDICAL CENTER-SIOUX CITY,SIOUX CITY,IA,FY2017,0.07,1,0,0,0,1,2,0
METHODIST JENNIE EDMUNDSON,COUNCIL BLUFFS,IA,FY2013,0.54,2,1,1,1,1,2,0
METHODIST JENNIE EDMUNDSON,COUNCIL BLUFFS,IA,FY2014,0.3,2,1,1,1,1,2,0
METHODIST JENNIE EDMUNDSON,COUNCIL BLUFFS,IA,FY2015,0.23,2,1,1,1,1,2,0
METHODIST JENNIE EDMUNDSON,COUNCIL BLUFFS,IA,FY2016,0.29,2,1,1,1,1,2,0
METHODIST JENNIE EDMUNDSON,COUNCIL BLUFFS,IA,FY2017,0.1,2,1,1,1,1,2,0
OTTUMWA REGIONAL HEALTH CENTER,OTTUMWA,IA,FY2013,0.12,1,0,1,1,1,2,0
OTTUMWA REGIONAL HEALTH CENTER,OTTUMWA,IA,FY2014,0,1,0,1,1,1,2,0
OTTUMWA REGIONAL HEALTH CENTER,OTTUMWA,IA,FY2015,0.16,1,0,1,1,1,2,0
OTTUMWA REGIONAL HEALTH CENTER,OTTUMWA,IA,FY2016,0.27,1,0,1,1,1,2,0
OTTUMWA REGIONAL HEALTH CENTER,OTTUMWA,IA,FY2017,0.17,1,0,1,1,1,2,0
SARTORI MEMORIAL HOSPITAL,CEDAR FALLS,IA,FY2013,0,0,0,1,1,1,2,0
SARTORI MEMORIAL HOSPITAL,CEDAR FALLS,IA,FY2014,0,0,0,1,1,1,2,0
SARTORI MEMORIAL HOSPITAL,CEDAR FALLS,IA,FY2015,0.06,0,0,1,1,1,2,0
SARTORI MEMORIAL HOSPITAL,CEDAR FALLS,IA,FY2016,0.05,0,0,1,1,1,2,0
SARTORI MEMORIAL HOSPITAL,CEDAR FALLS,IA,FY2017,0.05,0,0,1,1,1,2,0
SKIFF MEDICAL CENTER,NEWTON,IA,FY2013,0,0,0,6,5,3,2,0
SKIFF MEDICAL CENTER,NEWTON,IA,FY2014,0,0,0,6,5,3,2,0
SKIFF MEDICAL CENTER,NEWTON,IA,FY2015,3,0,0,6,5,3,2,0
SKIFF MEDICAL CENTER,NEWTON,IA,FY2016,2.26,0,0,6,5,3,2,0
SKIFF MEDICAL CENTER,NEWTON,IA,FY2017,1.37,0,0,6,5,3,2,0
SPENCER MUNICIPAL HOSPITAL,SPENCER,IA,FY2013,0,0,0,1,1,1,2,0
SPENCER MUNICIPAL HOSPITAL,SPENCER,IA,FY2014,0,0,0,1,1,1,2,0
SPENCER MUNICIPAL HOSPITAL,SPENCER,IA,FY2015,0.04,0,0,1,1,1,2,0
SPENCER MUNICIPAL HOSPITAL,SPENCER,IA,FY2016,0.17,0,0,1,1,1,2,0
SPENCER MUNICIPAL HOSPITAL,SPENCER,IA,FY2017,0.01,0,0,1,1,1,2,0
ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,CARROLL,IA,FY2013,0,0,0,0,0,1,2,0
ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,CARROLL,IA,FY2014,0,0,0,0,0,1,2,0
ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,CARROLL,IA,FY2015,0,0,0,0,0,1,2,0
ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,CARROLL,IA,FY2016,0,0,0,0,0,1,2,0
ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,CARROLL,IA,FY2017,0.24,0,0,0,0,1,2,0
ST LUKES HOSPITAL,CEDAR RAPIDS,IA,FY2013,0,0,0,1,1,1,2,0
ST LUKES HOSPITAL,CEDAR RAPIDS,IA,FY2014,0,0,0,1,1,1,2,0
ST LUKES HOSPITAL,CEDAR RAPIDS,IA,FY2015,0.14,0,0,1,1,1,2,0
ST LUKES HOSPITAL,CEDAR RAPIDS,IA,FY2016,0.36,0,0,1,1,1,2,0
ST LUKES HOSPITAL,CEDAR RAPIDS,IA,FY2017,0.22,0,0,1,1,1,2,0
ST LUKES REGIONAL MEDICAL CENTER,SIOUX CITY,IA,FY2013,0.04,1,1,0,0,1,2,0
ST LUKES REGIONAL MEDICAL CENTER,SIOUX CITY,IA,FY2014,0.02,1,1,0,0,1,2,0
ST LUKES REGIONAL MEDICAL CENTER,SIOUX CITY,IA,FY2015,0,1,1,0,0,1,2,0
ST LUKES REGIONAL MEDICAL CENTER,SIOUX CITY,IA,FY2016,0,1,1,0,0,1,2,0
ST LUKES REGIONAL MEDICAL CENTER,SIOUX CITY,IA,FY2017,0.14,1,1,0,0,1,2,0
TRINITY BETTENDORF,BETTENDORF,IA,FY2013,0.04,1,1,6,6,4,2,0
TRINITY BETTENDORF,BETTENDORF,IA,FY2014,0.15,1,1,6,6,4,2,0
TRINITY BETTENDORF,BETTENDORF,IA,FY2015,3,1,1,6,6,4,2,0
TRINITY BETTENDORF,BETTENDORF,IA,FY2016,3,1,1,6,6,4,2,0
TRINITY BETTENDORF,BETTENDORF,IA,FY2017,1.98,1,1,6,6,4,2,0
TRINITY MUSCATINE,MUSCATINE,IA,FY2013,0.12,1,0,1,2,3,2,0
TRINITY MUSCATINE,MUSCATINE,IA,FY2014,0,1,0,1,2,3,2,0
TRINITY MUSCATINE,MUSCATINE,IA,FY2015,0.26,1,0,1,2,3,2,0
TRINITY MUSCATINE,MUSCATINE,IA,FY2016,0.51,1,0,1,2,3,2,0
TRINITY MUSCATINE,MUSCATINE,IA,FY2017,1.21,1,0,1,2,3,2,0
TRINITY REGIONAL MEDICAL CENTER,FORT DODGE,IA,FY2013,0.56,2,1,1,1,1,2,0
TRINITY REGIONAL MEDICAL CENTER,FORT DODGE,IA,FY2014,0.16,2,1,1,1,1,2,0
TRINITY REGIONAL MEDICAL CENTER,FORT DODGE,IA,FY2015,0.1,2,1,1,1,1,2,0
TRINITY REGIONAL MEDICAL CENTER,FORT DODGE,IA,FY2016,0.31,2,1,1,1,1,2,0
TRINITY REGIONAL MEDICAL CENTER,FORT DODGE,IA,FY2017,0.28,2,1,1,1,1,2,0
UNIVERSITY OF IOWA HOSPITAL & CLINICS,IOWA CITY,IA,FY2013,0.06,1,1,1,1,1,2,0
UNIVERSITY OF IOWA HOSPITAL & CLINICS,IOWA CITY,IA,FY2014,0.03,1,1,1,1,1,2,0
UNIVERSITY OF IOWA HOSPITAL & CLINICS,IOWA CITY,IA,FY2015,0.04,1,1,1,1,1,2,0
UNIVERSITY OF IOWA HOSPITAL & CLINICS,IOWA CITY,IA,FY2016,0.04,1,1,1,1,1,2,0
UNIVERSITY OF IOWA HOSPITAL & CLINICS,IOWA CITY,IA,FY2017,0.01,1,1,1,1,1,2,0
EASTERN IDAHO REGIONAL MEDICAL CENTER,IDAHO FALLS,ID,FY2013,0,0,0,0,0,0,3,5
EASTERN IDAHO REGIONAL MEDICAL CENTER,IDAHO FALLS,ID,FY2014,0,0,0,0,0,0,3,5
EASTERN IDAHO REGIONAL MEDICAL CENTER,IDAHO FALLS,ID,FY2015,0,0,0,0,0,0,3,5
EASTERN IDAHO REGIONAL MEDICAL CENTER,IDAHO FALLS,ID,FY2016,0,0,0,0,0,0,3,5
EASTERN IDAHO REGIONAL MEDICAL CENTER,IDAHO FALLS,ID,FY2017,0,0,0,0,0,0,3,5
IDAHO DOCTORS HOSPITAL,BLACKFOOT,ID,FY2013,0,0,0,0,0,0,3,5
IDAHO DOCTORS HOSPITAL,BLACKFOOT,ID,FY2014,0,0,0,0,0,0,3,5
IDAHO DOCTORS HOSPITAL,BLACKFOOT,ID,FY2015,0,0,0,0,0,0,3,5
IDAHO DOCTORS HOSPITAL,BLACKFOOT,ID,FY2016,0,0,0,0,0,0,3,5
IDAHO DOCTORS HOSPITAL,BLACKFOOT,ID,FY2017,0,0,0,0,0,0,3,5
KOOTENAI HEALTH,COEUR D'ALENE,ID,FY2013,0,0,0,1,1,0,3,5
KOOTENAI HEALTH,COEUR D'ALENE,ID,FY2014,0,0,0,1,1,0,3,5
KOOTENAI HEALTH,COEUR D'ALENE,ID,FY2015,0.05,0,0,1,1,0,3,5
KOOTENAI HEALTH,COEUR D'ALENE,ID,FY2016,0.02,0,0,1,1,0,3,5
KOOTENAI HEALTH,COEUR D'ALENE,ID,FY2017,0,0,0,1,1,0,3,5
MADISON MEMORIAL HOSPITAL,REXBURG,ID,FY2013,0,0,1,2,2,2,3,5
MADISON MEMORIAL HOSPITAL,REXBURG,ID,FY2014,0.19,0,1,2,2,2,3,5
MADISON MEMORIAL HOSPITAL,REXBURG,ID,FY2015,0.52,0,1,2,2,2,3,5
MADISON MEMORIAL HOSPITAL,REXBURG,ID,FY2016,0.54,0,1,2,2,2,3,5
MADISON MEMORIAL HOSPITAL,REXBURG,ID,FY2017,0.74,0,1,2,2,2,3,5
MOUNTAIN VIEW HOSPITAL,IDAHO FALLS,ID,FY2013,0,0,0,0,0,0,3,5
MOUNTAIN VIEW HOSPITAL,IDAHO FALLS,ID,FY2014,0,0,0,0,0,0,3,5
MOUNTAIN VIEW HOSPITAL,IDAHO FALLS,ID,FY2015,0,0,0,0,0,0,3,5
MOUNTAIN VIEW HOSPITAL,IDAHO FALLS,ID,FY2016,0,0,0,0,0,0,3,5
MOUNTAIN VIEW HOSPITAL,IDAHO FALLS,ID,FY2017,0,0,0,0,0,0,3,5
NORTHWEST SPECIALTY HOSPITAL,POST FALLS,ID,FY2013,0,0,0,0,0,0,3,5
NORTHWEST SPECIALTY HOSPITAL,POST FALLS,ID,FY2014,0,0,0,0,0,0,3,5
NORTHWEST SPECIALTY HOSPITAL,POST FALLS,ID,FY2015,0,0,0,0,0,0,3,5
NORTHWEST SPECIALTY HOSPITAL,POST FALLS,ID,FY2016,0,0,0,0,0,0,3,5
NORTHWEST SPECIALTY HOSPITAL,POST FALLS,ID,FY2017,0,0,0,0,0,0,3,5
PORTNEUF MEDICAL CENTER,POCATELLO,ID,FY2013,0,0,0,0,0,0,3,5
PORTNEUF MEDICAL CENTER,POCATELLO,ID,FY2014,0,0,0,0,0,0,3,5
PORTNEUF MEDICAL CENTER,POCATELLO,ID,FY2015,0,0,0,0,0,0,3,5
PORTNEUF MEDICAL CENTER,POCATELLO,ID,FY2016,0,0,0,0,0,0,3,5
PORTNEUF MEDICAL CENTER,POCATELLO,ID,FY2017,0,0,0,0,0,0,3,5
SAINT ALPHONSUS MEDICAL CENTER - NAMPA,NAMPA,ID,FY2013,0,0,0,4,3,2,3,5
SAINT ALPHONSUS MEDICAL CENTER - NAMPA,NAMPA,ID,FY2014,0,0,0,4,3,2,3,5
SAINT ALPHONSUS MEDICAL CENTER - NAMPA,NAMPA,ID,FY2015,1.72,0,0,4,3,2,3,5
SAINT ALPHONSUS MEDICAL CENTER - NAMPA,NAMPA,ID,FY2016,1.46,0,0,4,3,2,3,5
SAINT ALPHONSUS MEDICAL CENTER - NAMPA,NAMPA,ID,FY2017,0.7,0,0,4,3,2,3,5
ST ALPHONSUS REGIONAL MEDICAL CENTER,BOISE,ID,FY2013,0,0,0,0,0,0,3,5
ST ALPHONSUS REGIONAL MEDICAL CENTER,BOISE,ID,FY2014,0,0,0,0,0,0,3,5
ST ALPHONSUS REGIONAL MEDICAL CENTER,BOISE,ID,FY2015,0,0,0,0,0,0,3,5
ST ALPHONSUS REGIONAL MEDICAL CENTER,BOISE,ID,FY2016,0,0,0,0,0,0,3,5
ST ALPHONSUS REGIONAL MEDICAL CENTER,BOISE,ID,FY2017,0,0,0,0,0,0,3,5
ST JOSEPH REGIONAL MEDICAL CENTER,LEWISTON,ID,FY2013,0,0,0,0,0,1,3,5
ST JOSEPH REGIONAL MEDICAL CENTER,LEWISTON,ID,FY2014,0,0,0,0,0,1,3,5
ST JOSEPH REGIONAL MEDICAL CENTER,LEWISTON,ID,FY2015,0,0,0,0,0,1,3,5
ST JOSEPH REGIONAL MEDICAL CENTER,LEWISTON,ID,FY2016,0,0,0,0,0,1,3,5
ST JOSEPH REGIONAL MEDICAL CENTER,LEWISTON,ID,FY2017,0.03,0,0,0,0,1,3,5
ST LUKE'S MAGIC VALLEY RMC,TWIN FALLS,ID,FY2013,0,0,1,2,1,0,3,5
ST LUKE'S MAGIC VALLEY RMC,TWIN FALLS,ID,FY2014,0.01,0,1,2,1,0,3,5
ST LUKE'S MAGIC VALLEY RMC,TWIN FALLS,ID,FY2015,0.69,0,1,2,1,0,3,5
ST LUKE'S MAGIC VALLEY RMC,TWIN FALLS,ID,FY2016,0.31,0,1,2,1,0,3,5
ST LUKE'S MAGIC VALLEY RMC,TWIN FALLS,ID,FY2017,0,0,1,2,1,0,3,5
ST LUKE'S REGIONAL MEDICAL CENTER,BOISE,ID,FY2013,0,0,0,0,0,0,3,5
ST LUKE'S REGIONAL MEDICAL CENTER,BOISE,ID,FY2014,0,0,0,0,0,0,3,5
ST LUKE'S REGIONAL MEDICAL CENTER,BOISE,ID,FY2015,0,0,0,0,0,0,3,5
ST LUKE'S REGIONAL MEDICAL CENTER,BOISE,ID,FY2016,0,0,0,0,0,0,3,5
ST LUKE'S REGIONAL MEDICAL CENTER,BOISE,ID,FY2017,0,0,0,0,0,0,3,5
TREASURE VALLEY HOSPITAL,BOISE,ID,FY2013,0,0,0,0,0,0,3,5
TREASURE VALLEY HOSPITAL,BOISE,ID,FY2014,0,0,0,0,0,0,3,5
TREASURE VALLEY HOSPITAL,BOISE,ID,FY2015,0,0,0,0,0,0,3,5
TREASURE VALLEY HOSPITAL,BOISE,ID,FY2016,0,0,0,0,0,0,3,5
TREASURE VALLEY HOSPITAL,BOISE,ID,FY2017,0,0,0,0,0,0,3,5
WEST VALLEY MEDICAL CENTER,CALDWELL,ID,FY2013,0,0,0,1,0,3,3,5
WEST VALLEY MEDICAL CENTER,CALDWELL,ID,FY2014,0,0,0,1,0,3,3,5
